Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
spiral,Uniform,MultiMember,Complete,0.25,0.0156 (0.02)
spiral,Quantization,K-Means,Average,0,0.0557 (0.01)
spiral,Quantization,K-Means,Single,0,0.0746 (0.07)
spiral,Quantization,K-Means,Complete,0,0.052 (0.01)
spiral,Quantization,Agglomerative,Average,0,0.0782 (0.0)
spiral,Quantization,Agglomerative,Single,0,0.0528 (0.03)
spiral,Quantization,Agglomerative,Complete,0,0.0782 (0.0)
spiral,Quantization,MultiMember,Average,0,0.0782 (0.0)
spiral,Quantization,MultiMember,Single,0,0.0197 (0.04)
spiral,Quantization,MultiMember,Complete,0,0.0686 (0.02)
spiral,Quantization,K-Means,Average,0.02,0.0764 (0.01)
spiral,Quantization,K-Means,Single,0.02,0.0711 (0.06)
spiral,Quantization,K-Means,Complete,0.02,0.0604 (0.01)
spiral,Quantization,Agglomerative,Average,0.02,0.0701 (0.0)
spiral,Quantization,Agglomerative,Single,0.02,0.0301 (0.04)
spiral,Quantization,Agglomerative,Complete,0.02,0.0644 (0.02)
spiral,Quantization,MultiMember,Average,0.02,0.0698 (0.01)
spiral,Quantization,MultiMember,Single,0.02,0.1012 (0.11)
spiral,Quantization,MultiMember,Complete,0.02,0.0595 (0.01)
spiral,Quantization,K-Means,Average,0.05,0.0687 (0.01)
spiral,Quantization,K-Means,Single,0.05,0.0784 (0.08)
spiral,Quantization,K-Means,Complete,0.05,0.0448 (0.01)
spiral,Quantization,Agglomerative,Average,0.05,0.0662 (0.03)
spiral,Quantization,Agglomerative,Single,0.05,0.0779 (0.03)
spiral,Quantization,Agglomerative,Complete,0.05,0.0896 (0.02)
spiral,Quantization,MultiMember,Average,0.05,0.0443 (0.0)
spiral,Quantization,MultiMember,Single,0.05,0.0974 (0.08)
spiral,Quantization,MultiMember,Complete,0.05,0.0539 (0.03)
spiral,Quantization,K-Means,Average,0.1,0.0758 (0.01)
spiral,Quantization,K-Means,Single,0.1,0.0493 (0.06)
spiral,Quantization,K-Means,Complete,0.1,0.0385 (0.02)
spiral,Quantization,Agglomerative,Average,0.1,0.0614 (0.03)
spiral,Quantization,Agglomerative,Single,0.1,0.0285 (0.0)
spiral,Quantization,Agglomerative,Complete,0.1,0.0563 (0.03)
spiral,Quantization,MultiMember,Average,0.1,0.081 (0.01)
spiral,Quantization,MultiMember,Single,0.1,0.0412 (0.03)
spiral,Quantization,MultiMember,Complete,0.1,0.0452 (0.02)
spiral,Quantization,K-Means,Average,0.15,0.0737 (0.0)
spiral,Quantization,K-Means,Single,0.15,0.0518 (0.03)
spiral,Quantization,K-Means,Complete,0.15,0.0367 (0.01)
spiral,Quantization,Agglomerative,Average,0.15,0.0456 (0.03)
spiral,Quantization,Agglomerative,Single,0.15,0.0414 (0.03)
spiral,Quantization,Agglomerative,Complete,0.15,0.06 (0.02)
spiral,Quantization,MultiMember,Average,0.15,0.0697 (0.0)
spiral,Quantization,MultiMember,Single,0.15,0.0561 (0.03)
spiral,Quantization,MultiMember,Complete,0.15,0.0446 (0.03)
spiral,Quantization,K-Means,Average,0.25,0.0757 (0.01)
spiral,Quantization,K-Means,Single,0.25,0.0189 (0.02)
spiral,Quantization,K-Means,Complete,0.25,0.0564 (0.03)
spiral,Quantization,Agglomerative,Average,0.25,0.0873 (0.02)
spiral,Quantization,Agglomerative,Single,0.25,0.0626 (0.0)
spiral,Quantization,Agglomerative,Complete,0.25,0.0641 (0.0)
spiral,Quantization,MultiMember,Average,0.25,0.0705 (0.01)
spiral,Quantization,MultiMember,Single,0.25,0.0286 (0.03)
spiral,Quantization,MultiMember,Complete,0.25,0.073 (0.01)
two_bananas,Gaussian,K-Means,Average,0,0.5999 (0.23)
two_bananas,Gaussian,K-Means,Single,0,1.0 (0.0)
two_bananas,Gaussian,K-Means,Complete,0,0.6852 (0.06)
two_bananas,Gaussian,Agglomerative,Average,0,0.9427 (0.11)
two_bananas,Gaussian,Agglomerative,Single,0,0.8854 (0.14)
two_bananas,Gaussian,Agglomerative,Complete,0,0.828 (0.14)
two_bananas,Gaussian,MultiMember,Average,0,0.8854 (0.14)
two_bananas,Gaussian,MultiMember,Single,0,1.0 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0,0.7707 (0.11)
two_bananas,Gaussian,K-Means,Average,0.02,0.5101 (0.13)
two_bananas,Gaussian,K-Means,Single,0.02,0.8751 (0.13)
two_bananas,Gaussian,K-Means,Complete,0.02,0.6458 (0.06)
two_bananas,Gaussian,Agglomerative,Average,0.02,0.5894 (0.04)
two_bananas,Gaussian,Agglomerative,Single,0.02,0.562 (0.09)
two_bananas,Gaussian,Agglomerative,Complete,0.02,0.602 (0.03)
two_bananas,Gaussian,MultiMember,Average,0.02,0.5667 (0.1)
two_bananas,Gaussian,MultiMember,Single,0.02,0.9192 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0.02,0.5103 (0.17)
two_bananas,Gaussian,K-Means,Average,0.05,0.5858 (0.03)
two_bananas,Gaussian,K-Means,Single,0.05,0.9354 (0.02)
two_bananas,Gaussian,K-Means,Complete,0.05,0.5888 (0.09)
two_bananas,Gaussian,Agglomerative,Average,0.05,0.5628 (0.04)
two_bananas,Gaussian,Agglomerative,Single,0.05,0.1588 (0.19)
two_bananas,Gaussian,Agglomerative,Complete,0.05,0.5256 (0.05)
two_bananas,Gaussian,MultiMember,Average,0.05,0.5913 (0.04)
two_bananas,Gaussian,MultiMember,Single,0.05,0.7609 (0.32)
two_bananas,Gaussian,MultiMember,Complete,0.05,0.5249 (0.09)
two_bananas,Gaussian,K-Means,Average,0.1,0.5179 (0.12)
two_bananas,Gaussian,K-Means,Single,0.1,0.5192 (0.24)
two_bananas,Gaussian,K-Means,Complete,0.1,0.4549 (0.03)
two_bananas,Gaussian,Agglomerative,Average,0.1,0.4637 (0.0)
two_bananas,Gaussian,Agglomerative,Single,0.1,0.4637 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.1,0.4637 (0.0)
two_bananas,Gaussian,MultiMember,Average,0.1,0.4653 (0.0)
two_bananas,Gaussian,MultiMember,Single,0.1,0.4026 (0.29)
two_bananas,Gaussian,MultiMember,Complete,0.1,0.4319 (0.04)
two_bananas,Gaussian,K-Means,Average,0.15,0.3014 (0.04)
two_bananas,Gaussian,K-Means,Single,0.15,0.1487 (0.28)
two_bananas,Gaussian,K-Means,Complete,0.15,0.4702 (0.08)
two_bananas,Gaussian,Agglomerative,Average,0.15,0.4499 (0.12)
two_bananas,Gaussian,Agglomerative,Single,0.15,0.5264 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.15,0.3891 (0.13)
two_bananas,Gaussian,MultiMember,Average,0.15,0.5364 (0.01)
two_bananas,Gaussian,MultiMember,Single,0.15,0.3111 (0.23)
two_bananas,Gaussian,MultiMember,Complete,0.15,0.4665 (0.12)
two_bananas,Gaussian,K-Means,Average,0.25,0.2869 (0.04)
two_bananas,Gaussian,K-Means,Single,0.25,0.0813 (0.1)
two_bananas,Gaussian,K-Means,Complete,0.25,0.2447 (0.06)
two_bananas,Gaussian,Agglomerative,Average,0.25,0.3209 (0.04)
two_bananas,Gaussian,Agglomerative,Single,0.25,0.3209 (0.04)
two_bananas,Gaussian,Agglomerative,Complete,0.25,0.2814 (0.11)
two_bananas,Gaussian,MultiMember,Average,0.25,0.2783 (0.07)
two_bananas,Gaussian,MultiMember,Single,0.25,0.1531 (0.11)
two_bananas,Gaussian,MultiMember,Complete,0.25,0.2386 (0.09)
two_bananas,Uniform,K-Means,Average,0,0.4736 (0.13)
two_bananas,Uniform,K-Means,Single,0,1.0 (0.0)
two_bananas,Uniform,K-Means,Complete,0,0.6785 (0.05)
two_bananas,Uniform,Agglomerative,Average,0,0.8854 (0.14)
two_bananas,Uniform,Agglomerative,Single,0,0.9427 (0.11)
two_bananas,Uniform,Agglomerative,Complete,0,0.9427 (0.11)
two_bananas,Uniform,MultiMember,Average,0,0.828 (0.14)
two_bananas,Uniform,MultiMember,Single,0,1.0 (0.0)
two_bananas,Uniform,MultiMember,Complete,0,0.6777 (0.24)
two_bananas,Uniform,K-Means,Average,0.02,0.6394 (0.16)
two_bananas,Uniform,K-Means,Single,0.02,0.7069 (0.35)
two_bananas,Uniform,K-Means,Complete,0.02,0.6153 (0.06)
two_bananas,Uniform,Agglomerative,Average,0.02,0.6144 (0.01)
two_bananas,Uniform,Agglomerative,Single,0.02,0.3036 (0.25)
two_bananas,Uniform,Agglomerative,Complete,0.02,0.5875 (0.06)
two_bananas,Uniform,MultiMember,Average,0.02,0.6218 (0.02)
two_bananas,Uniform,MultiMember,Single,0.02,0.8888 (0.0)
two_bananas,Uniform,MultiMember,Complete,0.02,0.6917 (0.16)
two_bananas,Uniform,K-Means,Average,0.05,0.5303 (0.11)
two_bananas,Uniform,K-Means,Single,0.05,0.9192 (0.0)
two_bananas,Uniform,K-Means,Complete,0.05,0.6307 (0.09)
two_bananas,Uniform,Agglomerative,Average,0.05,0.5519 (0.14)
two_bananas,Uniform,Agglomerative,Single,0.05,0.2556 (0.17)
two_bananas,Uniform,Agglomerative,Complete,0.05,0.4461 (0.18)
two_bananas,Uniform,MultiMember,Average,0.05,0.605 (0.0)
two_bananas,Uniform,MultiMember,Single,0.05,0.9192 (0.0)
two_bananas,Uniform,MultiMember,Complete,0.05,0.4728 (0.2)
two_bananas,Uniform,K-Means,Average,0.1,0.714 (0.15)
two_bananas,Uniform,K-Means,Single,0.1,0.3068 (0.21)
two_bananas,Uniform,K-Means,Complete,0.1,0.4897 (0.07)
two_bananas,Uniform,Agglomerative,Average,0.1,0.4835 (0.02)
two_bananas,Uniform,Agglomerative,Single,0.1,0.3598 (0.16)
two_bananas,Uniform,Agglomerative,Complete,0.1,0.4113 (0.12)
two_bananas,Uniform,MultiMember,Average,0.1,0.4353 (0.11)
two_bananas,Uniform,MultiMember,Single,0.1,0.4147 (0.25)
two_bananas,Uniform,MultiMember,Complete,0.1,0.4938 (0.05)
two_bananas,Uniform,K-Means,Average,0.15,0.4657 (0.05)
two_bananas,Uniform,K-Means,Single,0.15,0.3541 (0.12)
two_bananas,Uniform,K-Means,Complete,0.15,0.0611 (0.03)
two_bananas,Uniform,Agglomerative,Average,0.15,0.3265 (0.0)
two_bananas,Uniform,Agglomerative,Single,0.15,0.3265 (0.0)
two_bananas,Uniform,Agglomerative,Complete,0.15,0.3113 (0.02)
two_bananas,Uniform,MultiMember,Average,0.15,0.3113 (0.02)
two_bananas,Uniform,MultiMember,Single,0.15,0.2208 (0.13)
two_bananas,Uniform,MultiMember,Complete,0.15,0.1878 (0.14)
two_bananas,Uniform,K-Means,Average,0.25,0.3335 (0.03)
two_bananas,Uniform,K-Means,Single,0.25,0.0114 (0.0)
two_bananas,Uniform,K-Means,Complete,0.25,0.2458 (0.05)
two_bananas,Uniform,Agglomerative,Average,0.25,0.3805 (0.0)
two_bananas,Uniform,Agglomerative,Single,0.25,0.2745 (0.09)
two_bananas,Uniform,Agglomerative,Complete,0.25,0.3411 (0.1)
two_bananas,Uniform,MultiMember,Average,0.25,0.3811 (0.0)
two_bananas,Uniform,MultiMember,Single,0.25,0.3077 (0.15)
two_bananas,Uniform,MultiMember,Complete,0.25,0.2177 (0.11)
two_bananas,Quantization,K-Means,Average,0,0.5262 (0.13)
two_bananas,Quantization,K-Means,Single,0,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0,0.649 (0.05)
two_bananas,Quantization,Agglomerative,Average,0,0.8854 (0.14)
two_bananas,Quantization,Agglomerative,Single,0,0.8854 (0.14)
two_bananas,Quantization,Agglomerative,Complete,0,0.828 (0.14)
two_bananas,Quantization,MultiMember,Average,0,0.8854 (0.14)
two_bananas,Quantization,MultiMember,Single,0,1.0 (0.0)
two_bananas,Quantization,MultiMember,Complete,0,0.8854 (0.14)
two_bananas,Quantization,K-Means,Average,0.02,0.416 (0.11)
two_bananas,Quantization,K-Means,Single,0.02,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0.02,0.6535 (0.04)
two_bananas,Quantization,Agglomerative,Average,0.02,0.4403 (0.18)
two_bananas,Quantization,Agglomerative,Single,0.02,0.8216 (0.36)
two_bananas,Quantization,Agglomerative,Complete,0.02,0.6232 (0.25)
two_bananas,Quantization,MultiMember,Average,0.02,0.6396 (0.25)
two_bananas,Quantization,MultiMember,Single,0.02,1.0 (0.0)
two_bananas,Quantization,MultiMember,Complete,0.02,0.5538 (0.09)
two_bananas,Quantization,K-Means,Average,0.05,0.6353 (0.23)
two_bananas,Quantization,K-Means,Single,0.05,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0.05,0.6643 (0.08)
two_bananas,Quantization,Agglomerative,Average,0.05,0.5075 (0.14)
two_bananas,Quantization,Agglomerative,Single,0.05,0.5871 (0.36)
two_bananas,Quantization,Agglomerative,Complete,0.05,0.5401 (0.16)
two_bananas,Quantization,MultiMember,Average,0.05,0.7024 (0.16)
two_bananas,Quantization,MultiMember,Single,0.05,1.0 (0.0)
two_bananas,Quantization,MultiMember,Complete,0.05,0.6426 (0.25)
two_bananas,Quantization,K-Means,Average,0.1,0.617 (0.12)
two_bananas,Quantization,K-Means,Single,0.1,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0.1,0.7134 (0.0)
two_bananas,Quantization,Agglomerative,Average,0.1,0.829 (0.21)
two_bananas,Quantization,Agglomerative,Single,0.1,0.8269 (0.35)
two_bananas,Quantization,Agglomerative,Complete,0.1,0.829 (0.21)
two_bananas,Quantization,MultiMember,Average,0.1,0.7097 (0.24)
two_bananas,Quantization,MultiMember,Single,0.1,0.9427 (0.11)
two_bananas,Quantization,MultiMember,Complete,0.1,0.7716 (0.2)
two_bananas,Quantization,K-Means,Average,0.15,0.7788 (0.18)
two_bananas,Quantization,K-Means,Single,0.15,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0.15,0.699 (0.02)
two_bananas,Quantization,Agglomerative,Average,0.15,0.426 (0.14)
two_bananas,Quantization,Agglomerative,Single,0.15,0.6571 (0.0)
two_bananas,Quantization,Agglomerative,Complete,0.15,0.5262 (0.17)
two_bananas,Quantization,MultiMember,Average,0.15,0.7364 (0.13)
two_bananas,Quantization,MultiMember,Single,0.15,1.0 (0.0)
two_bananas,Quantization,MultiMember,Complete,0.15,0.8362 (0.21)
two_bananas,Quantization,K-Means,Average,0.25,0.6822 (0.08)
two_bananas,Quantization,K-Means,Single,0.25,0.1278 (0.0)
two_bananas,Quantization,K-Means,Complete,0.25,0.7314 (0.09)
two_bananas,Quantization,Agglomerative,Average,0.25,0.6818 (0.01)
two_bananas,Quantization,Agglomerative,Single,0.25,0.1278 (0.0)
two_bananas,Quantization,Agglomerative,Complete,0.25,0.6874 (0.01)
two_bananas,Quantization,MultiMember,Average,0.25,0.6817 (0.01)
two_bananas,Quantization,MultiMember,Single,0.25,0.1278 (0.0)
two_bananas,Quantization,MultiMember,Complete,0.25,0.6567 (0.08)
dermatology,Gaussian,K-Means,Average,0,0.908 (0.04)
dermatology,Gaussian,K-Means,Single,0,0.8994 (0.04)
dermatology,Gaussian,K-Means,Complete,0,0.8851 (0.03)
dermatology,Gaussian,Agglomerative,Average,0,0.8434 (0.01)
dermatology,Gaussian,Agglomerative,Single,0,0.7434 (0.02)
dermatology,Gaussian,Agglomerative,Complete,0,0.8205 (0.05)
dermatology,Gaussian,MultiMember,Average,0,0.888 (0.02)
dermatology,Gaussian,MultiMember,Single,0,0.9217 (0.01)
dermatology,Gaussian,MultiMember,Complete,0,0.8352 (0.06)
dermatology,Gaussian,K-Means,Average,0.02,0.9062 (0.02)
dermatology,Gaussian,K-Means,Single,0.02,0.9106 (0.02)
dermatology,Gaussian,K-Means,Complete,0.02,0.8988 (0.02)
dermatology,Gaussian,Agglomerative,Average,0.02,0.8343 (0.02)
dermatology,Gaussian,Agglomerative,Single,0.02,0.7687 (0.04)
dermatology,Gaussian,Agglomerative,Complete,0.02,0.8313 (0.01)
dermatology,Gaussian,MultiMember,Average,0.02,0.8981 (0.02)
dermatology,Gaussian,MultiMember,Single,0.02,0.7834 (0.03)
dermatology,Gaussian,MultiMember,Complete,0.02,0.8598 (0.03)
dermatology,Gaussian,K-Means,Average,0.05,0.9185 (0.02)
dermatology,Gaussian,K-Means,Single,0.05,0.8985 (0.03)
dermatology,Gaussian,K-Means,Complete,0.05,0.8726 (0.05)
dermatology,Gaussian,Agglomerative,Average,0.05,0.779 (0.02)
dermatology,Gaussian,Agglomerative,Single,0.05,0.8578 (0.06)
dermatology,Gaussian,Agglomerative,Complete,0.05,0.7964 (0.06)
dermatology,Gaussian,MultiMember,Average,0.05,0.8996 (0.03)
dermatology,Gaussian,MultiMember,Single,0.05,0.9151 (0.02)
dermatology,Gaussian,MultiMember,Complete,0.05,0.8525 (0.05)
dermatology,Gaussian,K-Means,Average,0.1,0.8334 (0.05)
dermatology,Gaussian,K-Means,Single,0.1,0.8566 (0.03)
dermatology,Gaussian,K-Means,Complete,0.1,0.7972 (0.01)
dermatology,Gaussian,Agglomerative,Average,0.1,0.7692 (0.03)
dermatology,Gaussian,Agglomerative,Single,0.1,0.7454 (0.03)
dermatology,Gaussian,Agglomerative,Complete,0.1,0.757 (0.02)
dermatology,Gaussian,MultiMember,Average,0.1,0.8633 (0.05)
dermatology,Gaussian,MultiMember,Single,0.1,0.7669 (0.09)
dermatology,Gaussian,MultiMember,Complete,0.1,0.7682 (0.05)
dermatology,Gaussian,K-Means,Average,0.15,0.8206 (0.04)
dermatology,Gaussian,K-Means,Single,0.15,0.8102 (0.04)
dermatology,Gaussian,K-Means,Complete,0.15,0.7904 (0.02)
dermatology,Gaussian,Agglomerative,Average,0.15,0.7576 (0.03)
dermatology,Gaussian,Agglomerative,Single,0.15,0.7644 (0.02)
dermatology,Gaussian,Agglomerative,Complete,0.15,0.7723 (0.03)
dermatology,Gaussian,MultiMember,Average,0.15,0.8293 (0.03)
dermatology,Gaussian,MultiMember,Single,0.15,0.6849 (0.1)
dermatology,Gaussian,MultiMember,Complete,0.15,0.8177 (0.05)
dermatology,Gaussian,K-Means,Average,0.25,0.7057 (0.02)
dermatology,Gaussian,K-Means,Single,0.25,0.5682 (0.09)
dermatology,Gaussian,K-Means,Complete,0.25,0.6867 (0.03)
dermatology,Gaussian,Agglomerative,Average,0.25,0.7232 (0.01)
dermatology,Gaussian,Agglomerative,Single,0.25,0.6274 (0.07)
dermatology,Gaussian,Agglomerative,Complete,0.25,0.7109 (0.02)
dermatology,Gaussian,MultiMember,Average,0.25,0.7448 (0.02)
dermatology,Gaussian,MultiMember,Single,0.25,0.6261 (0.12)
dermatology,Gaussian,MultiMember,Complete,0.25,0.7164 (0.01)
dermatology,Uniform,K-Means,Average,0,0.879 (0.03)
dermatology,Uniform,K-Means,Single,0,0.9197 (0.02)
dermatology,Uniform,K-Means,Complete,0,0.9276 (0.0)
dermatology,Uniform,Agglomerative,Average,0,0.8313 (0.05)
dermatology,Uniform,Agglomerative,Single,0,0.752 (0.02)
dermatology,Uniform,Agglomerative,Complete,0,0.8087 (0.06)
dermatology,Uniform,MultiMember,Average,0,0.9089 (0.02)
dermatology,Uniform,MultiMember,Single,0,0.9296 (0.0)
dermatology,Uniform,MultiMember,Complete,0,0.8596 (0.07)
dermatology,Uniform,K-Means,Average,0.02,0.9159 (0.0)
dermatology,Uniform,K-Means,Single,0.02,0.8883 (0.03)
dermatology,Uniform,K-Means,Complete,0.02,0.8737 (0.05)
dermatology,Uniform,Agglomerative,Average,0.02,0.8695 (0.05)
dermatology,Uniform,Agglomerative,Single,0.02,0.8018 (0.07)
dermatology,Uniform,Agglomerative,Complete,0.02,0.7946 (0.05)
dermatology,Uniform,MultiMember,Average,0.02,0.8907 (0.03)
dermatology,Uniform,MultiMember,Single,0.02,0.9223 (0.0)
dermatology,Uniform,MultiMember,Complete,0.02,0.7526 (0.09)
dermatology,Uniform,K-Means,Average,0.05,0.8619 (0.04)
dermatology,Uniform,K-Means,Single,0.05,0.9167 (0.0)
dermatology,Uniform,K-Means,Complete,0.05,0.8273 (0.03)
dermatology,Uniform,Agglomerative,Average,0.05,0.8023 (0.02)
dermatology,Uniform,Agglomerative,Single,0.05,0.789 (0.03)
dermatology,Uniform,Agglomerative,Complete,0.05,0.7139 (0.02)
dermatology,Uniform,MultiMember,Average,0.05,0.8782 (0.02)
dermatology,Uniform,MultiMember,Single,0.05,0.7906 (0.03)
dermatology,Uniform,MultiMember,Complete,0.05,0.8094 (0.06)
dermatology,Uniform,K-Means,Average,0.1,0.8661 (0.02)
dermatology,Uniform,K-Means,Single,0.1,0.8579 (0.02)
dermatology,Uniform,K-Means,Complete,0.1,0.8577 (0.01)
dermatology,Uniform,Agglomerative,Average,0.1,0.809 (0.02)
dermatology,Uniform,Agglomerative,Single,0.1,0.7379 (0.05)
dermatology,Uniform,Agglomerative,Complete,0.1,0.7769 (0.03)
dermatology,Uniform,MultiMember,Average,0.1,0.8359 (0.02)
dermatology,Uniform,MultiMember,Single,0.1,0.7122 (0.12)
dermatology,Uniform,MultiMember,Complete,0.1,0.7935 (0.04)
dermatology,Uniform,K-Means,Average,0.15,0.8175 (0.03)
dermatology,Uniform,K-Means,Single,0.15,0.755 (0.05)
dermatology,Uniform,K-Means,Complete,0.15,0.8303 (0.04)
dermatology,Uniform,Agglomerative,Average,0.15,0.7223 (0.02)
dermatology,Uniform,Agglomerative,Single,0.15,0.7011 (0.05)
dermatology,Uniform,Agglomerative,Complete,0.15,0.7026 (0.01)
dermatology,Uniform,MultiMember,Average,0.15,0.7984 (0.03)
dermatology,Uniform,MultiMember,Single,0.15,0.5471 (0.13)
dermatology,Uniform,MultiMember,Complete,0.15,0.766 (0.05)
dermatology,Uniform,K-Means,Average,0.25,0.7217 (0.03)
dermatology,Uniform,K-Means,Single,0.25,0.6141 (0.1)
dermatology,Uniform,K-Means,Complete,0.25,0.7277 (0.03)
dermatology,Uniform,Agglomerative,Average,0.25,0.642 (0.02)
dermatology,Uniform,Agglomerative,Single,0.25,0.6127 (0.02)
dermatology,Uniform,Agglomerative,Complete,0.25,0.645 (0.02)
dermatology,Uniform,MultiMember,Average,0.25,0.7252 (0.03)
dermatology,Uniform,MultiMember,Single,0.25,0.393 (0.2)
dermatology,Uniform,MultiMember,Complete,0.25,0.6891 (0.04)
dermatology,Quantization,K-Means,Average,0,0.9204 (0.02)
dermatology,Quantization,K-Means,Single,0,0.9092 (0.03)
dermatology,Quantization,K-Means,Complete,0,0.9143 (0.02)
dermatology,Quantization,Agglomerative,Average,0,0.8205 (0.05)
dermatology,Quantization,Agglomerative,Single,0,0.7471 (0.03)
dermatology,Quantization,Agglomerative,Complete,0,0.7928 (0.05)
dermatology,Quantization,MultiMember,Average,0,0.8929 (0.02)
dermatology,Quantization,MultiMember,Single,0,0.9261 (0.0)
dermatology,Quantization,MultiMember,Complete,0,0.8597 (0.05)
dermatology,Quantization,K-Means,Average,0.02,0.9012 (0.04)
dermatology,Quantization,K-Means,Single,0.02,0.9017 (0.02)
dermatology,Quantization,K-Means,Complete,0.02,0.9117 (0.02)
dermatology,Quantization,Agglomerative,Average,0.02,0.8578 (0.05)
dermatology,Quantization,Agglomerative,Single,0.02,0.8509 (0.06)
dermatology,Quantization,Agglomerative,Complete,0.02,0.8048 (0.01)
dermatology,Quantization,MultiMember,Average,0.02,0.9 (0.02)
dermatology,Quantization,MultiMember,Single,0.02,0.9301 (0.0)
dermatology,Quantization,MultiMember,Complete,0.02,0.8463 (0.06)
dermatology,Quantization,K-Means,Average,0.05,0.9297 (0.0)
dermatology,Quantization,K-Means,Single,0.05,0.9111 (0.02)
dermatology,Quantization,K-Means,Complete,0.05,0.8935 (0.03)
dermatology,Quantization,Agglomerative,Average,0.05,0.8725 (0.04)
dermatology,Quantization,Agglomerative,Single,0.05,0.8324 (0.05)
dermatology,Quantization,Agglomerative,Complete,0.05,0.7862 (0.01)
dermatology,Quantization,MultiMember,Average,0.05,0.8796 (0.0)
dermatology,Quantization,MultiMember,Single,0.05,0.9218 (0.02)
dermatology,Quantization,MultiMember,Complete,0.05,0.8991 (0.02)
dermatology,Quantization,K-Means,Average,0.1,0.8954 (0.03)
dermatology,Quantization,K-Means,Single,0.1,0.8975 (0.04)
dermatology,Quantization,K-Means,Complete,0.1,0.9101 (0.02)
dermatology,Quantization,Agglomerative,Average,0.1,0.8831 (0.06)
dermatology,Quantization,Agglomerative,Single,0.1,0.8904 (0.02)
dermatology,Quantization,Agglomerative,Complete,0.1,0.8749 (0.0)
dermatology,Quantization,MultiMember,Average,0.1,0.8834 (0.0)
dermatology,Quantization,MultiMember,Single,0.1,0.9225 (0.01)
dermatology,Quantization,MultiMember,Complete,0.1,0.8261 (0.09)
dermatology,Quantization,K-Means,Average,0.15,0.8878 (0.05)
dermatology,Quantization,K-Means,Single,0.15,0.9204 (0.02)
dermatology,Quantization,K-Means,Complete,0.15,0.8817 (0.04)
dermatology,Quantization,Agglomerative,Average,0.15,0.8471 (0.04)
dermatology,Quantization,Agglomerative,Single,0.15,0.868 (0.06)
dermatology,Quantization,Agglomerative,Complete,0.15,0.8654 (0.03)
dermatology,Quantization,MultiMember,Average,0.15,0.8759 (0.01)
dermatology,Quantization,MultiMember,Single,0.15,0.9113 (0.02)
dermatology,Quantization,MultiMember,Complete,0.15,0.8906 (0.01)
dermatology,Quantization,K-Means,Average,0.25,0.9111 (0.02)
dermatology,Quantization,K-Means,Single,0.25,0.9001 (0.02)
dermatology,Quantization,K-Means,Complete,0.25,0.9079 (0.02)
dermatology,Quantization,Agglomerative,Average,0.25,0.8907 (0.06)
dermatology,Quantization,Agglomerative,Single,0.25,0.9301 (0.0)
dermatology,Quantization,Agglomerative,Complete,0.25,0.8118 (0.06)
dermatology,Quantization,MultiMember,Average,0.25,0.9122 (0.02)
dermatology,Quantization,MultiMember,Single,0.25,0.9301 (0.0)
dermatology,Quantization,MultiMember,Complete,0.25,0.834 (0.05)
glass,Gaussian,K-Means,Average,0,0.3322 (0.01)
glass,Gaussian,K-Means,Single,0,0.3646 (0.04)
glass,Gaussian,K-Means,Complete,0,0.3658 (0.06)
glass,Gaussian,Agglomerative,Average,0,0.3579 (0.02)
glass,Gaussian,Agglomerative,Single,0,0.352 (0.03)
glass,Gaussian,Agglomerative,Complete,0,0.3553 (0.03)
glass,Gaussian,MultiMember,Average,0,0.3695 (0.03)
glass,Gaussian,MultiMember,Single,0,0.3462 (0.01)
glass,Gaussian,MultiMember,Complete,0,0.3554 (0.03)
glass,Gaussian,K-Means,Average,0.02,0.3413 (0.01)
glass,Gaussian,K-Means,Single,0.02,0.3391 (0.02)
glass,Gaussian,K-Means,Complete,0.02,0.3309 (0.01)
glass,Gaussian,Agglomerative,Average,0.02,0.42 (0.03)
glass,Gaussian,Agglomerative,Single,0.02,0.4591 (0.02)
glass,Gaussian,Agglomerative,Complete,0.02,0.4259 (0.05)
glass,Gaussian,MultiMember,Average,0.02,0.3892 (0.05)
glass,Gaussian,MultiMember,Single,0.02,0.289 (0.1)
glass,Gaussian,MultiMember,Complete,0.02,0.4378 (0.03)
glass,Gaussian,K-Means,Average,0.05,0.3343 (0.02)
glass,Gaussian,K-Means,Single,0.05,0.3184 (0.0)
glass,Gaussian,K-Means,Complete,0.05,0.3264 (0.01)
glass,Gaussian,Agglomerative,Average,0.05,0.1997 (0.08)
glass,Gaussian,Agglomerative,Single,0.05,0.2308 (0.06)
glass,Gaussian,Agglomerative,Complete,0.05,0.2765 (0.06)
glass,Gaussian,MultiMember,Average,0.05,0.3314 (0.03)
glass,Gaussian,MultiMember,Single,0.05,0.1676 (0.1)
glass,Gaussian,MultiMember,Complete,0.05,0.354 (0.01)
